address,contact,cuisines,event_date,event_desc,event_name,facility,featured_collections,geo_location_lat,geo_location_long,known_for,link,name,price_beer,price_two,price_two_comp,rating,timetable,votes,what_people_love_here
"Metro Walk Mall, GA-06, Rohini, New Delhi","+91 9311777663,  00 1127573851","Chinese, Thai, Asian",,,,"Home Delivery,Full Bar Available,Mall Parking,Group Meal,Live Sports Screening,Indoor Seating,Table booking recommended,Free Wifi,Smoking Area",",Pan-Asian Delicacies",28.7241978574,77.1135440469,,https://www.zomato.com/ncr/bercos-rohini-new-delhi,Berco's,199,"1,600",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.3,"[['Mon', '12noon – 11pm'], ['Tue', '12noon – 11pm'], ['Wed', '12noon – 11pm'], ['Thu', '12noon – 11pm'], ['Fri', '12noon – 11pm'], ['Sat', '12noon – 11pm'], ['Sun', '12noon – 11pm']]",1642,"Food,Service,Look & Feel"
"O-1, Sector 12, Noida","0120 2545376,  0120 2545377","Chinese, Thai, Asian",,,,"Home Delivery,Full Bar Available,Table booking recommended,Group Meal,Indoor Seating,Live Sports Screening",",Food Hygiene Rated Restaurants,Pan-Asian Delicacies",28.5939385928,77.3394440487,,https://www.zomato.com/ncr/bercos-sector-12-noida,Berco's,199,"1,600",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '12noon – 11pm'], ['Tue', '12noon – 11pm'], ['Wed', '12noon – 11pm'], ['Thu', '12noon – 11pm'], ['Fri', '12noon – 11pm'], ['Sat', '12noon – 11pm'], ['Sun', '12noon – 11pm']]",2860,"Food,Service,Look & Feel"
"Shop 4, Ground Floor, World Mark 2, Aerocity, New Delhi","011 41006691,  011 41006692",North Indian,,,,"Home Delivery,Full Bar Available,Kid Friendly,Indoor Seating",,28.5514597000,77.1225002000,,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-aerocity-new-delhi,Dhaba-  Estd 1986 Delhi,Cash,"2,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.3,"[['Mon', '12noon – 4pm, 6pm – 11:30pm'], ['Tue', '12noon – 4pm, 6pm – 11:30pm'], ['Wed', '12noon – 4pm, 6pm – 11:30pm'], ['Thu', '12noon – 4pm, 6pm – 11:30pm'], ['Fri', '12noon – 11:30pm'], ['Sat', '12noon – 11:30pm'], ['Sun', '12noon – 11:30pm']]",551,"Food,Service"
"5th Floor, Pavilion Mall, Old Session Court, Near Fountain Chowk, Civil Lines, Ludhiana",+91 8968545453,"North Indian, Italian, Chinese, Continental","Fri, 20 September 2019 - Sat, 30 November 2019 · 11:00 am onwards",BOWLING + BUFFET + MOCKTAILWeekdays @449 and Weekends @549,ALL GOOD THINGS COME IN THREES,"Wheelchair Accessible,Full Bar Available,Mall Parking,Gaming Area,Live Music,Table booking recommended,Indoor Seating,Smoking Area",,30.9158808581,75.8406635374,,https://www.zomato.com/ludhiana/smaaash-civil-lines,Smaaash,Cash,"1,600",6 pints of beer + 2 appetizers,NEW,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Hotel Kohinoor Palace, Green Avenue Corner, Pakhowal Road, Ludhiana","+91 9781300549,  00 1612561758","Indian, Chinese, Continental",,,,"Breakfast,Home Delivery,Wine and Beer,Outdoor Seating,Serves Cocktails,Table booking recommended,Indoor Seating",,30.8663709844,75.8066653330,,https://www.zomato.com/ludhiana/hotel-kohinoor-pakhowal-road,Hotel Kohinoor,Cash,"1,200",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,2.9,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",6,
"Mama Mungi Karyalaya, Vidya Vikas Circle, Gangapur Road, College Road, Nashik",0253 2317054,North Indian,,,,"Serves Non Veg,Full Bar Available,Indoor Seating,Smoking Area",,20.0098418375,73.7661297619,,https://www.zomato.com/nashik/reload-college-road,Reload,140,600,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10:30am – 11:30pm'], ['Tue', '10:30am – 11:30pm'], ['Wed', '10:30am – 11:30pm'], ['Thu', '10:30am – 11:30pm'], ['Fri', '10:30am – 11:30pm'], ['Sat', '10:30am – 11:30pm'], ['Sun', '10:30am – 11:30pm']]",N,
"Meuse Jupiter Hotel, Pathardi Phata, Nashik","0253 2392425,  0253 2392300","North Indian, Chinese, Continental",,,,"Full Bar Available,Outdoor Seating",,19.9609657449,73.7638542429,,https://www.zomato.com/nashik/masala-mantra-pathardi-phata,Masala Mantra,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7pm – 11pm'], ['Tue', '7pm – 11pm'], ['Wed', '7pm – 11pm'], ['Thu', '7pm – 11pm'], ['Fri', '7pm – 11pm'], ['Sat', '7pm – 11pm'], ['Sun', '7pm – 11pm']]",N,
"Hotel Western Court, Site 2, Sector 10, Panchkula","0172 4334444,  0172 4334455","North Indian, Continental, Chinese, Thai",,,,"Breakfast,Full Bar Available,Wifi,Indoor Seating,Table reservation required",,30.6929777138,76.8508320674,,https://www.zomato.com/chandigarh/7-west-western-court-sector-10-panchkula,7 West - Western Court,187,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.7,"[['Mon', '7:30am – 11:30pm'], ['Tue', '7:30am – 11:30pm'], ['Wed', '7:30am – 11:30pm'], ['Thu', '7:30am – 11:30pm'], ['Fri', '7:30am – 11:30pm'], ['Sat', '7:30am – 11:30pm'], ['Sun', '7:30am – 11:30pm']]",87,Food
"HSB House, C-24, Bhagwandas Road, Opposite Saint Xavier School Gate 3, C Scheme, Jaipur",+91 9784739499,"North Indian, Chinese, Italian",,,,"Full Bar Available,Dance Floor,Valet Parking Available,Outdoor Seating,Indoor Seating,Above 18 Only,Wifi,Nightlife,Live Music,Rooftop,Smoking Area",",Beer in a Bar,Late Night Restaurants,Arabian Nights",26.9135043636,75.8080294356,,https://www.zomato.com/jaipur/club-stallions-by-polo-lounge-c-scheme,Club Stallions By Polo Lounge,300,"2,300",6 pints of beer + 2 appetizers,4.0,"[['Mon', '4pm – 1am'], ['Tue', '4pm – 1am'], ['Wed', '4pm – 1am'], ['Thu', '4pm – 1am'], ['Fri', '4pm – 1am'], ['Sat', '4pm – 1am'], ['Sun', '4pm – 1am']]",160,"Food,Service,Look & Feel"
"Shop 18, 1st & 2nd Floor, Khan Market, New Delhi",+91 9650026454,"Cafe, Continental, Italian, Street Food, North Indian",,,,"Breakfast,Home Delivery,Wine,Serves Cocktails,Indoor Seating",,28.5999730000,77.2269960000,,https://www.zomato.com/ncr/foxtrot-khan-market-new-delhi,Foxtrot,Cash,"2,400",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",251,"Food,Service,Look & Feel"
"2nd Floor, F Block, Indirapuram Habitat Centre, Indirapuram, Ghaziabad","+91 8527710017,  +91 8527710016","Bar Food, Finger Food, Fast Food, North Indian, Chinese, Continental, Italian","Fri, 02 August 2019 - Tue, 31 December 2019 · 11:55 am onwards","When it comes to Drinks, The Flying Dutchman - a themed Cafe and Bar is the perfect place to enjoy. Enjoy ""The Dutchman's Night"" Every ...Monday 8 PM Onwards. Call 8527710016, 8527710017 for reservations. Read more","Enjoy ""The Dutchman's Night"" Every Monday 8 PM Onwards","Full Bar Available,Live Entertainment,Valet Parking Available,Live Music,Private Dining Area Available,Live Sports Screening,Indoor Seating,Table booking recommended,Wifi",",19 Places Serving More Than Just Food!,Live Sports Screenings",28.6397120562,77.3690284789,,https://www.zomato.com/ncr/the-flying-dutchman-indirapuram-ghaziabad,The Flying Dutchman,215,"1,900",6 pints of beer + 2 appetizers,4.2,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",1471,"Food,Service,Look & Feel"
"J2/1 ,BK Dutta Market, Rajouri Garden, New Delhi","+91 9810257382,  +91 9205377449","Modern Indian, Finger Food",,,,"Full Bar Available,Valet Parking Available,Indoor Seating,Wifi,Nightlife,Table booking recommended,LGBTQIA Friendly,Smoking Area",",Insta-Worthy,Cocktails & Gin Bars,Where's The Party?",28.6476769539,77.1202693507,,https://www.zomato.com/ncr/decode-rajouri-garden-new-delhi,Decode,195,"1,500",6 pints of beer + 2 appetizers,4.1,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",2788,"Food,Service,Look & Feel"
"One Horizon Center, 1st Floor, Golf Course Road, Gurgaon","0124 2385065,  +91 9212164223","Italian, Pizza, Cafe",,,,"Breakfast,Home Delivery,Wheelchair Accessible,Full Bar Available,Nightlife,Indoor Seating,Table booking recommended,Valet Parking Available,Outdoor Seating",",45 Best Pizza Places In Town",28.4512280576,77.0972828195,,https://www.zomato.com/ncr/caffe-tonino-golf-course-road-gurgaon,Caffe Tonino,225,"1,400",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.0,"[['Mon', '11am – 12midnight'], ['Tue', '11am – 12midnight'], ['Wed', '11am – 12midnight'], ['Thu', '11am – 12midnight'], ['Fri', '11am – 12midnight'], ['Sat', '11am – 12midnight'], ['Sun', '11am – 12midnight']]",590,"Food,Service,Look & Feel"
"Park Plaza, Ferozepur Road, Gurdev Nagar, Ludhiana",+91 7087830661,"North Indian, Chinese, Continental",,,,"Home Delivery,Full Bar Available,Indoor Seating,Smoking Area,Outdoor Seating",,30.9012707469,75.8313961700,,https://www.zomato.com/ludhiana/the-courtyard-by-park-plaza-gurdev-nagar,The Courtyard By Park Plaza,Cash,"1,500",6 pints of beer + 2 appetizers,-,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",N,
"5th Floor, Dhanraj Singh Complex, Ferozepur Road, Sarabha Nagar, Ludhiana",+91 9592878123,"North Indian, Chinese",,,,"Home Delivery,Serves Alcohol,Indoor Seating",,undefined,undefined,,https://www.zomato.com/ludhiana/tipssy-by-peppers-crown-sarabha-nagar,Tipssy By Peppers Crown,Cash,"1,000",6 pints of beer + 2 appetizers,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"SCF 10-11, E Block Market, SBS Nagar, Pakhowal Road, Ludhiana",0161 4660777,"North Indian, Chinese, Continental",,,,"Home Delivery,Full Bar Available,Indoor Seating,Free Parking,Nightlife",,30.8800000000,75.8100000000,,https://www.zomato.com/ludhiana/players-pakhowal-road,Players,Cash,,,-,"[['Mon', '11:30am – 11:30pm'], ['Tue', '11:30am – 11:30pm'], ['Wed', '11:30am – 11:30pm'], ['Thu', '11:30am – 11:30pm'], ['Fri', '11:30am – 11:30pm'], ['Sat', '11:30am – 11:30pm'], ['Sun', '11:30am – 11:30pm']]",N,
"S C O.41, main Market, Rishinagar, Ludhiana Punjab, PAU, Ludhiana",,"Pizza, Modern Indian, Fast Food, American",,,,"Home Delivery,Full Bar Available,Indoor Seating,Live Music,All Day Breakfast,Smoking Area,Live Entertainment",,30.9123668671,75.8029708862,,https://www.zomato.com/ludhiana/shots-pub-pau,Shots Pub,Cash,250,6 pints of beer + 2 appetizers,-,"[['Mon', '11am – 11:30pm'], ['Tue', '11am – 11:30pm'], ['Wed', '11am – 11:30pm'], ['Thu', '11am – 11:30pm'], ['Fri', '11am – 11:30pm'], ['Sat', '11am – 11:30pm'], ['Sun', '11am – 11:30pm']]",N,
"Chandigarh Club Limited, Sector 1, Nayagaon, Nayagaon",+91 7888913330,"North Indian, Chinese, Continental",,,,"Home Delivery,Full Bar Available,Buffet,Table booking recommended,Indoor Seating",,undefined,undefined,,https://www.zomato.com/chandigarh/cellar-nayagaon-nayagaon,Cellar,Cash,900,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Taj Rambagh Palace, Bhawani Singh Road, Near C Scheme, Jaipur",0141 2211919,"North Indian, Continental, Asian",,,,"Wheelchair Accessible,Full Bar Available,Indoor Seating,Luxury Dining,Wifi,Table booking recommended,4/5 Star,Valet Parking Available",,26.8955687670,75.8073887229,Exquisite ambiance overlooking the front lawns,https://www.zomato.com/jaipur/the-rajput-room-taj-rambagh-palace-c-scheme,The Rajput Room - Taj Rambagh Palace,Cash,"4,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '12noon – 3pm, 7pm – 11pm'], ['Tue', '12noon – 3pm, 7pm – 11pm'], ['Wed', '12noon – 3pm, 7pm – 11pm'], ['Thu', '12noon – 3pm, 7pm – 11pm'], ['Fri', '12noon – 3pm, 7pm – 11pm'], ['Sat', '12noon – 3pm, 7pm – 11pm'], ['Sun', '12noon – 3pm, 7pm – 11pm']]",143,Food
"SCO 53, 1st Floor, Main Market, Sector 29, Gurgaon",011 71564771,Bar Food,"Sun, 15 September 2019 - Thu, 31 October 2019 · 12:00 pm - 05:00 pm",The forecast of Boombox Brewstreet for this month is heavy rainfall of offers. Step in and enjoy great offers on food and drinks.#BoomboxBrewstreet ...#Offers #NothingOverPriced #Beer #Drinks #Food #Gurgaon #Sec29 Read more,RAINING OFFER,"Wheelchair Accessible,Full Bar Available,Nightlife,Indoor Seating,Smoking Area,Wifi,Live Sports Screening,Table booking recommended,Craft Beer",",Microbreweries",28.4682987112,77.0638215914,,https://www.zomato.com/ncr/boombox-brewstreet-sector-29-gurgaon,Boombox Brewstreet,350,"1,600",6 pints of beer + 2 appetizers,4.4,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",1817,"Food,Service,Look & Feel"
"Priya Complex, Vasant Vihar, New Delhi",+91 8588889199,"Cafe, Mexican, Desserts",,,,"Breakfast,Full Bar Available,Nightlife,Live Music,Smoking Area,Indoor Seating",,28.5588719418,77.1641921997,,https://www.zomato.com/ncr/perch-wine-coffee-bar-vasant-vihar-new-delhi,Perch Wine & Coffee Bar,225,"2,000",6 pints of beer + 2 appetizers,4.1,"[['Mon', '8am – 1am'], ['Tue', '8am – 1am'], ['Wed', '8am – 1am'], ['Thu', '8am – 1am'], ['Fri', '8am – 1am'], ['Sat', '8am – 1am'], ['Sun', '8am – 1am']]",372,"Food,Service,Look & Feel"
"10 A, Upper Ground Floor, Ambience Mall, Vasant Kunj, New Delhi",,"Italian, European, Bakery",,,,"Breakfast,Full Bar Available,Mall Parking,Desserts and Bakes,Indoor Seating,All Day Breakfast",,28.5412209865,77.1550857648,,https://www.zomato.com/ncr/paul-1-vasant-kunj-new-delhi,PAUL,325,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,N,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '8am – 12midnight'], ['Sat', '8am – 12midnight'], ['Sun', '8am – 12midnight']]",N,
"C-10, Vishal Enclave, Metro Pillar 415, Rajouri Garden, New Delhi",011 71565072,"North Indian, Continental, Chinese, Italian",,,,"Full Bar Available,Wifi,Live Sports Screening,Indoor Seating,Smoking Area,Nightlife,Live Music,Table booking recommended",",Where's The Party?,Live Sports Screenings,Ladies' Luncheon",28.6475154198,77.1181312948,,https://www.zomato.com/ncr/boombox-cafe-reloaded-rajouri-garden-new-delhi,Boombox Cafe Reloaded,165,"1,100",6 pints of beer + 2 appetizers,4.0,"[['Mon', '12noon – 1am'], ['Tue', '12noon – 1am'], ['Wed', '12noon – 1am'], ['Thu', '12noon – 1am'], ['Fri', '12noon – 1am'], ['Sat', '12noon – 1am'], ['Sun', '12noon – 1am']]",1567,"Food,Service,Look & Feel"
"SCO 34-35, Basement, Feroz Gandhi Market, Gurdev Nagar, Ludhiana",+91 8642000009,"North Indian, Chinese, Continental",,,,"Serves Alcohol,All Day Breakfast,Indoor Seating",,undefined,undefined,,https://www.zomato.com/ludhiana/mehfil-by-zaika-gurdev-nagar,Mehfil By Zaika,Cash,"1,100",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"3 Road floor, Next to sliver arc, Gurdev Nagar, Ludhiana",,,,,,"Full Bar Available,Indoor Seating",,30.9003323143,75.8286717162,,https://www.zomato.com/ludhiana/g-zar-gurdev-nagar,G Zar,Cash,,,-,"[['Mon', '11am – 11:30pm'], ['Tue', '11am – 11:30pm'], ['Wed', '11am – 11:30pm'], ['Thu', '11am – 11:30pm'], ['Fri', '11am – 11:30pm'], ['Sat', '11am – 11:30pm'], ['Sun', '11am – 11:30pm']]",N,
"Ferozepur Road, Near M.B.D Mall, Rajguru Nagar, Ludhiana","0161 4020000,  +91 8288026468","North Indian, Chinese, Continental",,,,"Full Bar Available,Indoor Seating,Luxury Dining",,30.8856585430,75.7874035835,,https://www.zomato.com/ludhiana/orchit-rajguru-nagar,Orchit,190,"1,600",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 3:30pm, 7pm – 12midnight'], ['Tue', '11am – 3:30pm, 7pm – 12midnight'], ['Wed', '11am – 3:30pm, 7pm – 12midnight'], ['Thu', '11am – 3:30pm, 7pm – 12midnight'], ['Fri', '11am – 3:30pm, 7pm – 12midnight'], ['Sat', '11am – 3:30pm, 7pm – 12midnight'], ['Sun', '11am – 3:30pm, 7pm – 12midnight']]",N,
"Ferozepur Road, Near M.B.D Mall, Rajguru Nagar, Ludhiana",0161 4020000,"Continental, Chinese",,,,"Full Bar Available,Indoor Seating,Wifi",,30.8835954840,75.7808465883,,https://www.zomato.com/ludhiana/orchid-rajguru-nagar,Orchid,Cash,"1,800",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"3k Road, Near MBD Mall, Opposite Swani Service Center, Rajguru Nagar, Ludhiana",+91 8728887888,"Indian, Continental, Chinese, Bar Food",,,,"Full Bar Available,Nightlife,Indoor Seating,Free Parking,Smoking Area",,undefined,undefined,,https://www.zomato.com/ludhiana/denueuvo-rajguru-nagar,Denueuvo,Cash,"1,200",6 pints of beer + 2 appetizers,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"SCO 8, Basement, Kalgidhar Enclave, Zirakpur-Panchkula-Kalka Highway, Sector 19, Panchkula",,"North Indian, Chinese",,,,"Breakfast,Full Bar Available,Indoor Seating",,30.6602799657,76.8276353180,,https://www.zomato.com/chandigarh/the-lounge-7-sector-19-panchkula,The Lounge 7,Cash,"1,000",6 pints of beer + 2 appetizers,NEW,"[['Mon', '10:30am – 11pm'], ['Tue', '10:30am – 11pm'], ['Wed', '10:30am – 11pm'], ['Thu', '10:30am – 11pm'], ['Fri', '10:30am – 11pm'], ['Sat', '10:30am – 11pm'], ['Sun', '10:30am – 11pm']]",N,
"Lemon Tree Premier, City Plaza, Nirwan Marg, Bani Park, Jaipur",0141 6652220,"Finger Food, Kebab","Wed, 17 April 2019 - Tue, 31 December 2019 · 11:00 am - 08:00 pm","Enjoy a selection of invigorating beverages complemented by mouth watering appetizers. Whats more, enjoyour Buy One Get one free offer on IMFL Beverag...e till 8 PM. Read more",Extended Happy Hours,"Wheelchair Accessible,Full Bar Available,Live Sports Screening,Nightlife,Indoor Seating",",Hanging Out",26.9351409075,75.7919998840,"Recreation bar with a pool table, darts and other board games",https://www.zomato.com/jaipur/slounge-lemon-tree-premier-bani-park,Slounge - Lemon Tree Premier,249,"2,000",6 pints of beer + 2 appetizers,3.9,"[['Mon', '11am – 1am'], ['Tue', '11am – 1am'], ['Wed', '11am – 1am'], ['Thu', '11am – 1am'], ['Fri', '11am – 1am'], ['Sat', '11am – 1am'], ['Sun', '11am – 1am']]",116,"Food,Service,Look & Feel"
"9, Ground Floor, Cyber Hub, Opposite Gateway Towers, DLF Cyber City, Gurgaon","0124 4948512,  +91 9310149804","Bengali, Seafood",,,,"Home Delivery,Wheelchair Accessible,Full Bar Available,Indoor Seating",,28.4952965000,77.0887077000,,https://www.zomato.com/ncr/oh-calcutta-dlf-cyber-city-gurgaon,Oh! Calcutta,425,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.3,"[['Mon', '12noon – 3:15pm, 7pm – 11:15pm'], ['Tue', '12noon – 3:15pm, 7pm – 11:15pm'], ['Wed', '12noon – 3:15pm, 7pm – 11:15pm'], ['Thu', '12noon – 3:15pm, 7pm – 11:15pm'], ['Fri', '12noon – 3:15pm, 7pm – 11:15pm'], ['Sat', '12noon – 3:15pm, 7pm – 11:15pm'], ['Sun', '12noon – 3:15pm, 7pm – 11:15pm']]",1476,"Food,Service,Look & Feel"
"3, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",+91 9971839456,"Parsi, North Indian, Iranian, Maharashtrian",,,,"Breakfast,Home Delivery,Full Bar Available,Indoor Seating,Wifi,Outdoor Seating,Smoking Area",",Insta-Worthy,For The Family",28.4945861000,77.0886758000,"Parsi delicacies, Bombay street food, and Parsi themed ambiance",https://www.zomato.com/ncr/sodabottleopenerwala-dlf-cyber-city-gurgaon,SodaBottleOpenerWala,245,"1,700",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,4.2,"[['Mon', '8:30am – 12midnight'], ['Tue', '8:30am – 12midnight'], ['Wed', '8:30am – 12midnight'], ['Thu', '8:30am – 12midnight'], ['Fri', '8:30am – 12midnight'], ['Sat', '8:30am – 12midnight'], ['Sun', '8:30am – 12midnight']]",4272,"Food,Service,Look & Feel"
